flash_index,sample_index,stimulus_code,stimulus_type,current_target,selected_target,selected_row,selected_column,phase,active_channels,active_count
184,14728,393,0,8,0,0,0,2,B_1_2|R_3_6|1_5_4|8_6_5,4
185,14792,395,0,8,0,0,0,2,V_4_4|X_4_6|2_5_5|9_6_6,4
186,14856,394,1,8,0,0,0,2,A_1_1|C_1_3|H_2_2|5_6_2,4
187,14920,397,0,8,0,0,0,2,E_1_5|M_3_1|Q_3_5,3
188,14984,398,0,8,0,0,0,2,J_2_4|O_3_3|Sp_5_3|7_6_4,4
189,15048,396,0,8,0,0,0,2,L_2_6|T_4_2|Y_5_1,3
190,15112,401,0,8,0,0,0,2,G_2_1|R_3_6|W_4_5|Z_5_2,4
191,15176,402,0,8,0,0,0,2,D_1_4|P_3_4|1_5_4|3_5_6|4_6_1,5
192,15240,399,0,8,0,0,0,2,N_3_2|S_4_1|U_4_3|6_6_3|8_6_5,5
193,15304,400,0,8,0,0,0,2,B_1_2|F_1_6|I_2_3|K_2_5,4
194,15368,405,1,8,0,0,0,2,H_2_2|L_2_6|O_3_3|2_5_5,4
195,15432,404,0,8,0,0,0,2,A_1_1|J_2_4|M_3_1|T_4_2|X_4_6,5
196,15496,403,0,8,0,0,0,2,E_1_5|V_4_4|Sp_5_3|5_6_2,4
197,15560,406,0,8,0,0,0,2,C_1_3|Q_3_5|Y_5_1|7_6_4|9_6_6,5
198,15624,317,0,8,0,0,0,2,D_1_4|I_2_3|Z_5_2,3
199,15688,318,0,8,0,0,0,2,N_3_2|W_4_5|3_5_6,3
200,15752,320,0,8,0,0,0,2,B_1_2|F_1_6|U_4_3|1_5_4,4
201,15816,321,0,8,0,0,0,2,G_2_1|K_2_5|R_3_6|6_6_3,4
202,15880,319,0,8,0,0,0,2,P_3_4|S_4_1|4_6_1|8_6_5,4
203,15944,324,0,8,0,0,0,2,C_1_3|M_3_1|Q_3_5|Y_5_1,4
204,16008,325,0,8,0,0,0,2,A_1_1|J_2_4|V_4_4|7_6_4,4
205,16072,323,0,8,0,0,0,2,E_1_5|O_3_3|T_4_2|Sp_5_3,4
206,16136,326,1,8,0,0,0,2,H_2_2|L_2_6|X_4_6,3
207,16200,322,0,8,0,0,0,2,2_5_5|5_6_2|9_6_6,3
208,16264,327,0,8,0,0,0,2,D_1_4|N_3_2|1_5_4|4_6_1|6_6_3,5
209,16328,330,0,8,0,0,0,2,P_3_4|R_3_6|U_4_3|Z_5_2,4
210,16392,329,0,8,0,0,0,2,F_1_6|G_2_1|I_2_3|3_5_6|8_6_5,5
211,16456,328,0,8,0,0,0,2,B_1_2|K_2_5|S_4_1|W_4_5,4
212,16520,331,0,8,0,0,0,2,M_3_1|Sp_5_3|5_6_2|7_6_4,4
213,16584,334,0,8,0,0,0,2,L_2_6|O_3_3|Q_3_5|V_4_4|9_6_6,5
214,16648,332,0,8,0,0,0,2,A_1_1|E_1_5|X_4_6|Y_5_1,4
215,16712,333,1,8,0,0,0,2,C_1_3|H_2_2|J_2_4|T_4_2|2_5_5,5
216,16776,356,0,8,0,0,0,2,K_2_5|N_3_2|4_6_1,3
217,16840,355,0,8,0,0,0,2,B_1_2|G_2_1|U_4_3,3
218,16904,354,0,8,0,0,0,2,I_2_3|W_4_5|3_5_6|6_6_3,4
219,16968,357,0,8,0,0,0,2,D_1_4|P_3_4|S_4_1|Z_5_2,4
220,17032,353,0,8,0,0,0,2,F_1_6|R_3_6|1_5_4|8_6_5,4
221,17096,362,0,8,0,0,0,2,X_4_6|Y_5_1|7_6_4|9_6_6,4
222,17160,361,1,8,0,0,0,2,H_2_2|J_2_4|M_3_1|V_4_4,4
223,17224,358,0,8,0,0,0,2,O_3_3|Q_3_5|T_4_2|2_5_5,4
224,17288,359,0,8,0,0,0,2,C_1_3|E_1_5|Sp_5_3,3
225,17352,360,0,8,0,0,0,2,A_1_1|L_2_6|5_6_2,3
226,17416,366,0,8,0,0,0,2,K_2_5|R_3_6|Z_5_2|6_6_3,4
227,17480,365,0,8,0,0,0,2,B_1_2|D_1_4|F_1_6|N_3_2|3_5_6,5
228,17544,364,0,8,0,0,0,2,P_3_4|U_4_3|W_4_5|8_6_5,4
229,17608,363,0,8,0,0,0,2,G_2_1|I_2_3|S_4_1|1_5_4|4_6_1,5
230,17672,368,1,8,0,0,0,2,H_2_2|Y_5_1|Sp_5_3|2_5_5,4
231,17736,370,0,8,0,0,0,2,C_1_3|J_2_4|O_3_3|5_6_2|9_6_6,5
232,17800,367,0,8,0,0,0,2,A_1_1|Q_3_5|V_4_4|X_4_6,4
233,17864,369,0,8,0,0,0,2,E_1_5|L_2_6|M_3_1|T_4_2|7_6_4,5
234,17928,336,0,8,0,0,0,2,D_1_4|N_3_2|U_4_3|8_6_5,4
235,17992,339,0,8,0,0,0,2,P_3_4|3_5_6|4_6_1,3
236,18056,337,0,8,0,0,0,2,R_3_6|S_4_1|6_6_3,3
237,18120,338,0,8,0,0,0,2,G_2_1|I_2_3|K_2_5|1_5_4,4
238,18184,335,0,8,0,0,0,2,B_1_2|F_1_6|W_4_5|Z_5_2,4
239,18248,341,0,8,0,0,0,2,M_3_1|V_4_4|X_4_6|2_5_5,4
240,18312,340,0,8,0,0,0,2,A_1_1|O_3_3|Q_3_5|5_6_2,4
241,18376,343,0,8,0,0,0,2,L_2_6|Y_5_1|9_6_6,3
242,18440,342,1,8,0,0,0,2,C_1_3|E_1_5|H_2_2|7_6_4,4
243,18504,344,0,8,0,0,0,2,J_2_4|T_4_2|Sp_5_3,3
244,18568,347,0,8,0,0,0,2,G_2_1|N_3_2|S_4_1|Z_5_2|3_5_6,5
245,18632,346,0,8,0,0,0,2,F_1_6|K_2_5|P_3_4|6_6_3|8_6_5,5
246,18696,348,0,8,0,0,0,2,D_1_4|W_4_5|1_5_4|4_6_1,4
247,18760,345,0,8,0,0,0,2,B_1_2|I_2_3|R_3_6|U_4_3,4
248,18824,352,0,8,0,0,0,2,Q_3_5|T_4_2|2_5_5|7_6_4|9_6_6,5
249,18888,351,0,8,0,0,0,2,A_1_1|E_1_5|J_2_4|L_2_6|X_4_6,5
250,18952,350,1,8,0,0,0,2,H_2_2|O_3_3|V_4_4|Y_5_1,4
251,19016,349,0,8,0,0,0,2,C_1_3|M_3_1|Sp_5_3|5_6_2,4
252,19080,407,0,8,0,0,0,2,G_2_1|K_2_5|U_4_3|W_4_5,4
253,19144,409,0,8,0,0,0,2,I_2_3|P_3_4|Z_5_2|1_5_4,4
254,19208,408,0,8,0,0,0,2,B_1_2|N_3_2|3_5_6,3
255,19272,410,0,8,0,0,0,2,D_1_4|F_1_6|R_3_6,3
256,19336,411,0,8,0,0,0,2,S_4_1|4_6_1|6_6_3|8_6_5,4
257,19400,414,1,8,0,0,0,2,H_2_2|V_4_4|5_6_2|7_6_4,4
258,19464,416,0,8,0,0,0,2,C_1_3|Q_3_5|Sp_5_3|9_6_6,4
259,19528,415,0,8,0,0,0,2,J_2_4|M_3_1|O_3_3,3
260,19592,412,0,8,0,0,0,2,A_1_1|E_1_5|L_2_6|X_4_6,4
261,19656,413,0,8,0,0,0,2,T_4_2|Y_5_1|2_5_5,3
262,19720,420,0,8,0,0,0,2,B_1_2|F_1_6|I_2_3|U_4_3|6_6_3,5
263,19784,419,0,8,0,0,0,2,R_3_6|W_4_5|1_5_4|8_6_5,4
264,19848,418,0,8,0,0,0,2,G_2_1|Z_5_2|3_5_6|4_6_1,4
265,19912,417,0,8,0,0,0,2,D_1_4|K_2_5|N_3_2|P_3_4|S_4_1,5
266,19976,423,1,8,0,0,0,2,C_1_3|H_2_2|L_2_6|T_4_2,4
267,20040,421,0,8,0,0,0,2,M_3_1|X_4_6|Sp_5_3|5_6_2,4
268,20104,422,0,8,0,0,0,2,E_1_5|O_3_3|Q_3_5|V_4_4|Y_5_1,5
269,20168,424,0,8,0,0,0,2,A_1_1|J_2_4|2_5_5|7_6_4|9_6_6,5
270,20232,446,0,8,0,0,0,2,D_1_4|U_4_3|Z_5_2,3
271,20296,443,0,8,0,0,0,2,F_1_6|S_4_1|3_5_6|4_6_1,4
272,20360,447,0,8,0,0,0,2,N_3_2|P_3_4|6_6_3|8_6_5,4
273,20424,444,0,8,0,0,0,2,B_1_2|I_2_3|W_4_5|1_5_4,4
274,20488,445,0,8,0,0,0,2,G_2_1|K_2_5|R_3_6,3
275,20552,452,0,8,0,0,0,2,E_1_5|Y_5_1|9_6_6,3
276,20616,448,1,8,0,0,0,2,H_2_2|J_2_4|5_6_2,3
277,20680,449,0,8,0,0,0,2,A_1_1|Q_3_5|X_4_6|Sp_5_3,4
278,20744,451,0,8,0,0,0,2,M_3_1|O_3_3|T_4_2|7_6_4,4
279,20808,450,0,8,0,0,0,2,C_1_3|L_2_6|V_4_4|2_5_5,4
280,20872,454,0,8,0,0,0,2,D_1_4|F_1_6|G_2_1|I_2_3|P_3_4,5
281,20936,456,0,8,0,0,0,2,R_3_6|S_4_1|U_4_3|1_5_4|6_6_3,5
282,21000,455,0,8,0,0,0,2,W_4_5|Z_5_2|4_6_1|8_6_5,4
283,21064,453,0,8,0,0,0,2,B_1_2|K_2_5|N_3_2|3_5_6,4
284,21128,459,0,8,0,0,0,2,C_1_3|O_3_3|Sp_5_3|5_6_2,4
285,21192,458,0,8,0,0,0,2,A_1_1|J_2_4|V_4_4|7_6_4|9_6_6,5
286,21256,460,0,8,0,0,0,2,L_2_6|M_3_1|Q_3_5|Y_5_1,4
287,21320,457,1,8,0,0,0,2,E_1_5|H_2_2|T_4_2|X_4_6|2_5_5,5
288,21384,282,0,8,0,0,0,2,G_2_1|P_3_4|W_4_5,3
289,21448,285,0,8,0,0,0,2,K_2_5|3_5_6|4_6_1,3
290,21512,284,0,8,0,0,0,2,F_1_6|Z_5_2|1_5_4|8_6_5,4
291,21576,283,0,8,0,0,0,2,D_1_4|I_2_3|N_3_2|R_3_6,4
292,21640,281,0,8,0,0,0,2,B_1_2|S_4_1|U_4_3|6_6_3,4
293,21704,289,0,8,0,0,0,2,E_1_5|J_2_4|5_6_2|7_6_4,4
294,21768,290,0,8,0,0,0,2,C_1_3|V_4_4|Sp_5_3,3
295,21832,287,1,8,0,0,0,2,H_2_2|M_3_1|O_3_3|T_4_2,4
296,21896,288,0,8,0,0,0,2,Q_3_5|X_4_6|2_5_5,3
297,21960,286,0,8,0,0,0,2,A_1_1|L_2_6|Y_5_1|9_6_6,4
298,22024,293,0,8,0,0,0,2,B_1_2|D_1_4|G_2_1|1_5_4|4_6_1,5
299,22088,294,0,8,0,0,0,2,K_2_5|R_3_6|S_4_1|W_4_5|Z_5_2,5
300,22152,292,0,8,0,0,0,2,N_3_2|P_3_4|6_6_3|8_6_5,4
301,22216,291,0,8,0,0,0,2,F_1_6|I_2_3|U_4_3|3_5_6,4
302,22280,295,0,8,0,0,0,2,J_2_4|M_3_1|Q_3_5|Y_5_1|Sp_5_3,5
303,22344,298,1,8,0,0,0,2,A_1_1|C_1_3|H_2_2|2_5_5|7_6_4,5
